CarubvID	ProteinName	LocusID	ProteinLength	Pacid
10013742	XP_006297713.1	17892790	435	20899377
10015217	XP_023642398.1	17892791	303	20900795
10016445	XP_006300209.1	17892793	230	20897636
10014367	XP_006298303.1	17892794	274	20898432
10015236	XP_006299098.1	17892796	416	20897928
10013568	XP_023642538.1	17892801	408	20898748
10013568	XP_023642539.1	17892801	406	20898748
10013568	XP_023642541.1	17892801	406	20898748
10013568	XP_023642542.1	17892801	404	20898748
10013725	XP_006297695.2	17892805	388	20897428
10013725	XP_023641684.1	17892805	388	20897428
10013725	XP_023641685.1	17892805	388	20897428
10013991	XP_023642320.1	17892816	515	20900950
10016468	XP_006300231.1	17892828	169	20897978
10014328	XP_023641438.1	17892829	302	20899183
10014328	XP_023641439.1	17892829	284	20899183
10015728	XP_006299554.1	17892834	301	20899724
10014104	XP_006298060.1	17892836	343	20900473
10013607	XP_023641442.1	17892844	548	20899814
10013607	XP_023641443.1	17892844	541	20899814
10013607	XP_023641444.1	17892844	482	20899814
10013048	XP_023641108.1	17892847	720	20898709
10014342	XP_006298275.1	17892850	281	20898179
10014342	XP_006298275.1	17892850	281	20898180
10015893	XP_006299702.2	17892851	490	20899126
10015852	XP_006299664.1	17892857	126	20899519
10014314	XP_006298253.1	17892858	288	20898550
10015737	XP_006299562.1	17892860	399	20899191
10016452	XP_006300216.1	17892862	629	20898474
10015164	XP_006299027.1	17892866	473	20898292
10013097	XP_006297095.2	17892867	625	20900694
10013871	XP_006297836.1	17892872	401	20900715
10014087	XP_023642404.1	17892884	366	20900180
10013784	XP_006297749.1	17892886	423	20899863
10014118	XP_006298074.1	17892887	339	20898218
10012955	XP_023641417.1	17892888	874	20898844
10012955	XP_023641418.1	17892888	819	20898844
10014916	XP_006298812.1	17892890	130	20897730
10014916	XP_023642326.1	17892890	129	20897730
10013988	XP_023642140.1	17892911	392	20899711
10013988	XP_023642140.1	17892911	392	20899712
10015868	XP_006299680.1	17892915	628	20900083
10014204	XP_006298155.1	17892918	320	20899196
10014038	XP_006297994.1	17892919	360	20899220
10014038	XP_023641057.1	17892919	329	20899220
10014038	XP_023641058.1	17892919	310	20899220
10014038	XP_023641059.1	17892919	310	20899220
10014038	XP_023641060.1	17892919	310	20899220
10014529	XP_023641497.1	17892920	259	20900493
10014529	XP_023641497.1	17892920	259	20900494
10015689	XP_023641165.1	17892923	243	20899904
10015301	XP_006299158.1	17892924	263	20897577
10015596	XP_006296765.1	17892927	522	20900568
10013815	XP_006297779.1	17892928	415	20900997
10016298	XP_006300070.1	17892934	413	20900439
10013020	XP_006297028.1	17892938	777	20898181
10013020	XP_023641841.1	17892938	777	20898181
10013020	XP_023641842.1	17892938	777	20898181
10013020	XP_023641843.1	17892938	777	20898181
10013381	XP_006297361.1	17892940	550	20899428
10013352	XP_023642591.1	17892947	486	20900733
10016267	XP_006300041.1	17892951	454	20899155
10014599	XP_006298521.1	17892952	218	20898065
10013271	XP_023642719.1	17892955	444	20897857
10013527	XP_006297505.2	17892957	469	20901038
10014215	XP_006298164.2	17892960	268	20899748
10014356	XP_006298292.1	17892962	278	20900073
10013583	XP_006297560.1	17892964	481	20897605
10015615	XP_006299450.2	17892981	202	20900018
10015615	XP_023641888.1	17892981	170	20900018
10015617	XP_006299452.1	17892986	173	20898248
10016354	XP_023642105.1	17892998	251	20897918
10015405	XP_006296758.1	17893006	781	20898913
10015769	XP_006299591.1	17893011	774	20899387
10015447	XP_006299293.1	17893014	296	20898239
10015541	XP_006299382.1	17893015	400	20898799
10015782	XP_006299603.1	17893017	723	20898226
10015782	XP_023641876.1	17893017	601	20898226
10013460	XP_006297437.1	17893018	519	20898192
10015809	XP_006299629.1	17893020	207	20898079
10012844	XP_006296857.1	17893021	1162	20898534
10016395	XP_006300164.1	17893024	188	20897464
10013033	XP_023641862.1	17893028	812	20898918
10016372	XP_006300142.1	17893029	179	20898075
10016307	XP_023641128.1	17893030	529	20899757
10015671	XP_006299501.1	17893039	232	20900255
10013186	XP_006297182.1	17893040	643	20899701
10013186	XP_023642666.1	17893040	603	20899701
10015424	XP_006299270.2	17893041	320	20899123
10014346	XP_006298282.1	17893044	281	20900380
10014778	XP_006298685.1	17893046	172	20900449
10014778	XP_006298685.1	17893046	172	20900450
10013843	XP_006297808.2	17893059	398	20899962
10015577	XP_006296651.2	17893060	1796	20900383
10014537	XP_006298468.2	17893061	223	20900499
10014537	XP_023642793.1	17893061	224	20900499
10014745	XP_006298655.1	17893063	183	20897454
10015225	XP_006299087.1	17893065	125	20898854
10015225	XP_023641823.1	17893065	125	20898854
10013276	XP_006297262.1	17893066	599	20897995
10013276	XP_023642645.1	17893066	653	20897995
10013145	XP_006297141.1	17893067	667	20900595
10013145	XP_006297141.1	17893067	667	20900596
10013145	XP_006297142.1	17893067	667	20900595
10013145	XP_006297142.1	17893067	667	20900596
10013145	XP_023642585.1	17893067	667	20900595
10013145	XP_023642585.1	17893067	667	20900596
10013826	XP_006297790.1	17893068	412	20900855
10015402	XP_006299253.2	17893069	374	20897657
10014116	XP_006298072.1	17893071	339	20900549
10014116	XP_023641079.1	17893071	247	20900549
10013493	XP_023642162.1	17893074	491	20900667
10014339	XP_006298272.1	17893075	282	20899225
10014665	XP_023642276.1	17893076	189	20898679
10015638	XP_006299473.1	17893082	299	20900581
10013606	XP_006297584.1	17893086	475	20899057
10016193	XP_006299980.1	17893089	480	20898019
10014722	XP_006298624.1	17893103	189	20899746
10014722	XP_023642163.1	17893103	187	20899746
10014722	XP_023642164.1	17893103	162	20899746
10014206	XP_006298157.1	17893104	320	20901046
10013869	XP_006297832.1	17893108	401	20898401
10013671	XP_006297651.1	17893139	456	20898196
10015546	XP_006299387.1	17893141	361	20897677
10013162	XP_006297158.1	17893142	658	20899663
10014283	XP_006298225.1	17893148	297	20899474
10012896	XP_006296904.1	17893162	988	20899584
10013279	XP_006297265.1	17893164	598	20898254
10013244	XP_006297239.1	17893165	615	20900286
10013244	XP_006297239.1	17893165	615	20900287
10013084	XP_006297081.1	17893168	706	20898471
10013084	XP_023642204.1	17893168	706	20898471
10013084	XP_023642206.1	17893168	706	20898471
10016309	XP_006300081.1	17893171	156	20899600
10015650	XP_006299485.1	17893173	272	20898494
10013949	XP_006297907.1	17893174	381	20900135
10013949	XP_023642615.1	17893174	341	20900135
10013220	XP_006297211.1	17893177	624	20898160
10013220	XP_023641732.1	17893177	624	20898160
10013220	XP_023641733.1	17893177	624	20898160
10013220	XP_023641734.1	17893177	624	20898160
10015486	XP_006299329.2	17893178	332	20900519
10014110	XP_006298066.1	17893179	342	20899609
10014110	XP_023641482.1	17893179	319	20899609
10015516	XP_006299359.1	17893188	558	20899230
10014000	XP_006297959.1	17893195	367	20900783
10015925	XP_006299732.1	17893197	139	20900029
10015625	XP_023641299.1	17893214	200	20898314
10012918	XP_006296925.1	17893237	933	20900399
10016291	XP_006300063.2	17893238	772	20897629
10016291	XP_023641543.1	17893238	772	20897629
10014863	XP_006298760.1	17893245	144	20901019
10015442	XP_006299288.1	17893247	215	20899247
10014211	XP_006298161.1	17893256	318	20899880
10013344	XP_006297324.1	17893261	568	20900803
10015289	XP_006299146.1	17893264	388	20899021
10015202	XP_006299062.1	17893269	137	20897739
10013732	XP_023642802.1	17893270	464	20900189
10013732	XP_023642802.1	17893270	464	20900190
10013732	XP_023642803.1	17893270	459	20900189
10013732	XP_023642803.1	17893270	459	20900190
10014078	XP_006298033.1	17893271	351	20899334
10014078	XP_023641256.1	17893271	256	20899334
10014920	XP_006298814.1	17893276	128	20899965
10014478	XP_006298409.1	17893278	248	20898320
10014973	XP_006298857.1	17893281	97	20900882
10014973	XP_006298858.1	17893281	107	20900882
10014973	XP_023642238.1	17893281	107	20900882
10014973	XP_023642239.1	17893281	107	20900882
10015717	XP_006299544.1	17893282	367	20899526
10013350	XP_006297331.1	17893285	566	20900204
10014140	XP_006298098.2	17893287	305	20900167
10014140	XP_023641605.1	17893287	305	20900167
10014308	XP_006298247.1	17893290	289	20897465
10014005	XP_006297964.1	17893292	366	20900148
10014021	XP_023641075.1	17893293	456	20901044
10014021	XP_023641075.1	17893293	456	20901045
10014021	XP_023641076.1	17893293	456	20901044
10014021	XP_023641076.1	17893293	456	20901045
10016432	XP_006300196.1	17893294	345	20897489
10013261	XP_006297255.1	17893307	606	20900547
10013187	XP_006297183.1	17893308	642	20899258
10013187	XP_006297183.1	17893308	642	20899259
10013410	XP_006297385.1	17893309	538	20899340
10015812	XP_006299632.1	17893310	797	20899649
10015812	XP_023641825.1	17893310	796	20899649
10014095	XP_023641863.1	17893315	281	20899593
10013425	XP_006297403.1	17893318	535	20898966
10015146	XP_006296746.1	17893322	385	20897876
10013258	XP_006296608.1	17893324	607	20897638
10014698	XP_006298612.2	17893330	175	20900258
10013101	XP_006297098.1	17893332	693	20899002
10013569	XP_006297547.1	17893334	483	20899469
10015086	XP_023641259.1	17893338	320	20900340
10014019	XP_006297975.1	17893339	365	20900570
10014247	XP_006298191.1	17893341	306	20899631
10014460	XP_006298389.1	17893359	253	20898761
10013613	XP_006297590.1	17893366	472	20897699
10013803	XP_006297768.2	17893368	386	20897782
10014703	XP_006298616.1	17893369	194	20899023
10014703	XP_023641789.1	17893369	122	20899023
10013420	XP_006297395.1	17893371	536	20900765
10016248	XP_023641333.1	17893373	332	20898540
10013965	XP_006296714.2	17893386	359	20900359
10013061	XP_006297060.1	17893392	728	20897476
10013061	XP_006297060.1	17893392	728	20897477
10013061	XP_006297061.1	17893392	730	20897476
10013061	XP_006297061.1	17893392	730	20897477
10013061	XP_023641999.1	17893392	725	20897476
10013061	XP_023641999.1	17893392	725	20897477
10015560	XP_023642045.1	17893400	583	20897904
10015763	XP_006299585.1	17893402	370	20898444
10014115	XP_006298071.1	17893405	339	20898538
10016245	XP_006300020.1	17893408	203	20900689
10012981	XP_006296987.1	17893409	832	20899036
10012953	XP_006296961.1	17893415	880	20899039
10012953	XP_023641624.1	17893415	880	20899039
10012888	XP_006296895.1	17893418	1010	20898220
10013882	XP_006297844.1	17893422	398	20900447
10013158	XP_006296606.1	17893423	661	20898604
10012854	XP_006296866.2	17893431	1070	20897757
10015667	XP_006299498.2	17893434	859	20899514
10014936	XP_006298830.2	17893438	126	20898281
10013365	XP_023641768.1	17893439	561	20900879
10013365	XP_023641769.1	17893439	561	20900879
10015703	XP_006299531.1	17893440	697	20899390
10015517	XP_006299352.2	17893442	200	20897652
10015938	XP_006300136.2	17893444	335	20898043
10014888	XP_006298786.1	17893447	136	20900734
10014888	XP_023641650.1	17893447	113	20900734
10014888	XP_023641651.1	17893447	92	20900734
10013659	XP_006297641.1	17893448	458	20900132
10013894	XP_006297853.1	17893468	394	20900226
10013894	XP_023641665.1	17893468	394	20900226
10015584	XP_023641859.1	17893473	717	20899293
10015960	XP_006299764.1	17893476	178	20897662
10014386	XP_006298321.1	17893478	270	20897931
10014386	XP_006298322.1	17893478	270	20897931
10013339	XP_006297319.1	17893479	570	20900304
10013339	XP_023642153.1	17893479	573	20900304
10013339	XP_023642154.1	17893479	573	20900304
10014170	XP_006298126.1	17893480	327	20900219
10014041	XP_006297996.1	17893481	360	20899059
10015914	XP_006299722.2	17893485	308	20898291
10016057	XP_006299854.1	17893491	387	20899099
10014068	XP_006298023.1	17893492	353	20900198
10013354	XP_006297334.1	17893493	566	20897969
10016442	XP_006300206.1	17893495	389	20899577
10012964	XP_023642469.1	17893502	881	20898047
10012964	XP_023642470.1	17893502	879	20898047
10016260	XP_006300036.2	17893503	531	20898149
10015607	XP_006299443.1	17893508	618	20899885
10016318	XP_023642421.1	17893511	805	20897659
10016318	XP_023642423.1	17893511	804	20897659
10016318	XP_023642424.1	17893511	803	20897659
10016318	XP_023642425.1	17893511	799	20897659
10016318	XP_023642426.1	17893511	798	20897659
10016318	XP_023642427.1	17893511	795	20897659
10015153	XP_006296753.2	17893512	502	20899237
10015136	XP_006299009.1	17893515	492	20899391
10015779	XP_006299601.1	17893517	214	20899615
10013653	XP_006297632.1	17893521	460	20900156
10013653	XP_023641613.1	17893521	460	20900156
10014822	XP_006298726.1	17893531	156	20899710
10016440	XP_006300204.1	17893535	311	20900004
10015188	XP_006296644.1	17893537	382	20898103
10016093	XP_023641462.1	17893543	289	20899928
10014190	XP_023642096.1	17893548	402	20897783
10015900	XP_006299708.1	17893551	504	20899532
10013374	XP_023641646.1	17893552	556	20897420
10013374	XP_023641647.1	17893552	572	20897420
10015379	XP_006299230.1	17893554	158	20900687
10016038	XP_006296664.1	17893555	332	20899282
10013408	XP_006297382.2	17893560	504	20898655
10014330	XP_006298266.1	17893562	283	20900462
10016479	XP_006300239.1	17893564	157	20901014
10014002	XP_006297961.1	17893568	367	20899145
10012879	XP_006296886.1	17893569	1049	20900426
10012879	XP_006296887.1	17893569	1049	20900426
10012879	XP_023642732.1	17893569	1048	20900426
10013203	XP_006297196.1	17893576	631	20900756
10012850	XP_023641677.1	17893579	1138	20900290
10012799	XP_006296817.1	17893594	1804	20900651
10015753	XP_023641505.1	17893596	229	20897998
10015753	XP_023641506.1	17893596	229	20897998
10013923	XP_006297881.1	17893601	385	20900391
10013636	XP_006297615.1	17893603	466	20900252
10014311	XP_006298249.1	17893630	288	20899969
10014480	XP_023642123.1	17893634	207	20897970
10013363	XP_006297343.1	17893635	561	20898865
10016187	XP_023641101.1	17893647	235	20899870
10016257	XP_023641135.1	17893648	225	20898978
10016257	XP_023641136.1	17893648	224	20898978
10013206	XP_006297198.1	17893649	629	20900210
10012949	XP_006296953.1	17893650	770	20897920
10012949	XP_006296954.1	17893650	883	20897920
10012949	XP_023641555.1	17893650	770	20897920
10012949	XP_023641556.1	17893650	770	20897920
10015422	XP_006299388.2	17893653	647	20899639
10015422	XP_023642172.1	17893653	618	20899639
10015422	XP_023642173.1	17893653	606	20899639
10015581	XP_006299421.1	17893659	347	20899261
10015178	XP_006299041.1	17893661	85	20900000
10015657	XP_006299489.1	17893662	313	20899557
10015761	XP_006296655.1	17893665	183	20898760
10013131	XP_006297130.2	17893668	683	20900001
10013946	XP_006297904.1	17893670	381	20898858
10016148	XP_006299937.1	17893674	268	20899816
10016405	XP_006300171.1	17893678	281	20900016
10015403	XP_006299254.1	17893679	616	20898025
10013599	XP_006297576.1	17893683	477	20898398
10015721	XP_006299547.1	17893688	243	20898625
10013046	XP_006296686.1	17893710	744	20899894
10016062	XP_006299859.1	17893712	906	20898024
10013001	XP_006297009.1	17893714	803	20900830
10013001	XP_006297010.1	17893714	804	20900830
10013001	XP_023642431.1	17893714	804	20900830
10013001	XP_023642432.1	17893714	803	20900830
10012838	XP_006296851.1	17893734	1189	20898826
10012838	XP_006296852.1	17893734	1189	20898826
10013552	XP_006297529.1	17893739	488	20899567
10013552	XP_023642704.1	17893739	488	20899567
10013552	XP_023642705.1	17893739	488	20899567
10013552	XP_023642706.1	17893739	488	20899567
10015212	XP_006299072.1	17893741	552	20899278
10013543	XP_023642816.1	17893743	490	20900066
10013543	XP_023642817.1	17893743	490	20900066
10013543	XP_023642818.1	17893743	488	20900066
10014280	XP_023641689.1	17893748	407	20897473
10013041	XP_006296687.1	17893755	750	20898862
10016270	XP_006300044.1	17893761	744	20897379
10016270	XP_023641082.1	17893761	715	20897379
10013951	XP_006297909.2	17893763	326	20899365
10013580	XP_006297557.1	17893773	481	20898677
10015741	XP_023642042.1	17893779	442	20900942
10015786	XP_006299607.1	17893780	1002	20898170
10013645	XP_006297625.1	17893781	464	20897822
10013465	XP_006297442.2	17893783	498	20899766
10013465	XP_023642027.1	17893783	491	20899766
10013007	XP_023642549.1	17893785	762	20898627
10013007	XP_023642550.1	17893785	573	20898627
10016403	XP_023642434.1	17893790	406	20897826
10016403	XP_023642435.1	17893790	394	20897826
10014849	XP_006298751.1	17893791	148	20898920
10014849	XP_006298751.1	17893791	148	20898921
10016170	XP_006299958.1	17893792	463	20900708
10014841	XP_006298741.1	17893802	148	20899361
10016063	XP_006299860.1	17893805	373	20901047
10013685	XP_006296610.2	17893806	456	20897601
10014364	XP_006298299.1	17893815	275	20900648
10014451	XP_006298382.1	17893818	255	20898400
10014451	XP_023642700.1	17893818	253	20898400
10013236	XP_006297232.1	17893824	620	20897697
10016347	XP_006300118.1	17893828	567	20900402
10016003	XP_006299807.1	17893831	384	20899483
10014811	XP_023641972.1	17893833	154	20899982
10012866	XP_006296878.1	17893834	1090	20897387
10012866	XP_023641657.1	17893834	1123	20897387
10013608	XP_006297586.1	17893837	474	20897837
10015380	XP_006299231.1	17893844	578	20897664
10016348	XP_006300119.1	17893845	688	20900955
10016348	XP_023642044.1	17893845	647	20900955
10015673	XP_006299503.1	17893846	1301	20898726
10015673	XP_023641770.1	17893846	1302	20898726
10013457	XP_006297434.1	17893850	520	20899221
10016249	XP_006300024.2	17893853	434	20900923
10013305	XP_006297290.2	17893854	568	20899535
10013722	XP_006297692.1	17893859	440	20897823
10013722	XP_023642535.1	17893859	439	20897823
10012905	XP_006296913.1	17893860	959	20899929
10016464	XP_023641177.1	17893861	528	20899153
10016464	XP_023641178.1	17893861	497	20899153
10013967	XP_023642112.1	17893872	375	20897831
10013967	XP_023642112.1	17893872	375	20897832
10015342	XP_006299195.1	17893875	463	20897591
10014233	XP_006298176.1	17893876	309	20900199
10015154	XP_006296754.2	17893877	218	20898963
10015789	XP_023641319.1	17893882	300	20900427
10014456	XP_006298379.1	17893883	253	20900691
10014456	XP_023641694.1	17893883	256	20900691
10014383	XP_006298318.1	17893885	271	20898951
10015640	XP_006299475.1	17893886	499	20899446
10015640	XP_023642649.1	17893886	499	20899446
10015863	XP_023642577.1	17893888	1907	20898155
10015863	XP_023642578.1	17893888	1905	20898155
10013124	XP_006297124.1	17893890	679	20898878
10015140	XP_006299013.2	17893892	381	20899504
10014276	XP_006296616.1	17893894	300	20899481
10015329	XP_006299184.1	17893896	170	20897954
10016237	XP_006300014.1	17893899	605	20898365
10014556	XP_006298481.2	17893903	210	20898040
10013746	XP_006297717.1	17893908	434	20899531
10015172	XP_006299035.1	17893909	756	20899350
10014628	XP_023641596.1	17893913	159	20899699
10013813	XP_006297777.1	17893916	416	20900184
10013484	XP_006297464.1	17893923	509	20899303
10014674	XP_006298590.2	17893949	172	20897573
10013111	XP_006297109.1	17893950	690	20898457
10015387	XP_006299238.2	17893951	123	20900972
10015917	XP_006299724.2	17893957	719	20897382
10015155	XP_023641380.1	17893958	404	20897439
10012968	XP_006296974.2	17893962	805	20897390
10014263	XP_006298212.1	17893965	302	20897896
10013801	XP_023641557.1	17893970	419	20899648
10013801	XP_023641558.1	17893970	418	20899648
10013801	XP_023641559.1	17893970	418	20899648
10014152	XP_006298111.1	17893971	331	20898238
10016462	XP_023642622.1	17893977	378	20900149
10012864	XP_006296875.1	17893980	1097	20899276
10012864	XP_023641502.1	17893980	1064	20899276
10013905	XP_006297864.1	17893982	390	20897769
10014410	XP_006298341.1	17893986	264	20900745
10013172	XP_006297167.1	17893989	653	20899503
10015970	XP_006299774.1	17893992	471	20900820
10015970	XP_023642662.1	17893992	470	20900820
10013563	XP_006296609.1	17893994	484	20899582
10015470	XP_023641720.1	17893995	465	20900940
10020838	XP_006302725.2	17893996	220	20907154
10021182	XP_006303026.1	17893999	110	20905100
10021929	XP_006301503.2	17894017	1772	20906006
10020903	XP_006302784.1	17894019	227	20904406
10019663	XP_006300588.1	17894024	1407	20905816
10020564	XP_006302473.1	17894026	350	20906959
10020564	XP_006302473.1	17894026	350	20906960
10022051	XP_006301610.2	17894029	698	20904468
10020220	XP_023643480.1	17894032	475	20905384
10022229	XP_023643712.1	17894037	1421	20904959
10022229	XP_023643713.1	17894037	1417	20904959
10020538	XP_006302452.1	17894045	359	20905277
10020538	XP_023643734.1	17894045	359	20905277
10020146	XP_006302144.1	17894048	519	20905126
10020860	XP_006302745.1	17894054	245	20906518
10021294	XP_006300922.1	17894057	807	20905324
10021294	XP_023643050.1	17894057	815	20905324
10021407	XP_006301016.1	17894058	234	20905222
10021524	XP_006301128.1	17894063	484	20906415
10020071	XP_006302084.1	17894066	564	20906401
10019718	XP_006300679.1	17894071	986	20905810
10019718	XP_006300679.1	17894071	986	20905811
10019769	XP_006300713.1	17894073	886	20905592
10020426	XP_006302359.2	17894075	382	20905189
10022042	XP_006301603.2	17894076	553	20906599
10020608	XP_006302511.1	17894079	338	20906146
10020608	XP_006302511.1	17894079	338	20906147
10020288	XP_006302251.1	17894098	450	20904798
10019800	XP_006300741.1	17894099	829	20905534
10021683	XP_006301282.1	17894101	309	20906215
10019843	XP_006300768.1	17894105	769	20905735
10020683	XP_006302575.2	17894106	340	20904437
10020281	XP_006302248.1	17894114	454	20907095
10019887	XP_006300804.1	17894123	696	20904417
10019887	XP_023643004.1	17894123	703	20904417
10020280	XP_006302247.1	17894124	454	20905618
10020100	XP_006300436.1	17894125	546	20906982
10022454	XP_006301974.1	17894130	375	20904756
10022045	XP_006301606.1	17894131	504	20904897
10020218	XP_006302206.1	17894137	468	20904701
10020218	XP_006302207.1	17894137	478	20904701
10020218	XP_023643474.1	17894137	476	20904701
10020218	XP_023643475.1	17894137	466	20904701
10022354	XP_006301882.1	17894138	464	20906562
10022354	XP_023643487.1	17894138	395	20906562
10021820	XP_006301404.1	17894139	678	20906077
10021820	XP_023643065.1	17894139	678	20906077
10022302	XP_023644273.1	17894140	399	20905560
10022457	XP_006301977.1	17894142	384	20906600
10020678	XP_006302570.1	17894145	315	20904822
10021401	XP_006301010.1	17894152	299	20906892
10020762	XP_006302658.1	17894163	279	20906034
10021098	XP_006302960.1	17894164	151	20905163
10021098	XP_023643282.1	17894164	155	20905163
10020095	XP_006302104.1	17894189	548	20906053
10021082	XP_006302942.1	17894197	158	20906547
10022198	XP_006301737.1	17894199	357	20907067
10020505	XP_006302424.1	17894201	367	20906013
10020145	XP_006302143.2	17894205	522	20905064
10020145	XP_006302143.2	17894205	522	20905065
10020145	XP_006302143.2	17894205	522	20905066
10020145	XP_023643467.1	17894205	522	20905064
10020145	XP_023643467.1	17894205	522	20905065
10020145	XP_023643467.1	17894205	522	20905066
10019808	XP_023643708.1	17894207	800	20907044
10019952	XP_023643131.1	17894209	662	20906447
10019952	XP_023643131.1	17894209	662	20906448
10021278	XP_006300909.1	17894210	242	20905661
10020700	XP_006302594.2	17894212	267	20906558
10020140	XP_006302135.1	17894213	524	20904992
10020575	XP_006302481.1	17894221	347	20904803
10021794	XP_006301382.1	17894223	164	20904773
10022232	XP_006301771.2	17894224	162	20904840
10019836	XP_006300400.1	17894225	776	20906322
10020481	XP_006302409.1	17894229	376	20905697
10020594	XP_006300531.2	17894233	297	20904930
10022082	XP_006301639.1	17894238	130	20906354
10021442	XP_023644213.1	17894239	392	20906259
10021980	XP_006301546.1	17894241	623	20904631
10020987	XP_006302857.2	17894243	172	20904571
10020987	XP_023643288.1	17894243	196	20904571
10020597	XP_006300534.1	17894267	342	20904372
10019661	XP_006300585.2	17894271	1317	20905399
10019661	XP_006300586.2	17894271	1148	20905399
10019661	XP_023643085.1	17894271	1282	20905399
10019661	XP_023643086.1	17894271	1148	20905399
10022264	XP_006301799.2	17894272	652	20904820
10020943	XP_006302819.2	17894273	185	20905348
10021856	XP_006301438.2	17894274	211	20905059
10022424	XP_006301947.1	17894288	400	20904617
10020613	XP_006302516.1	17894300	337	20904949
10020965	XP_006302833.1	17894301	203	20906312
10020661	XP_006300539.1	17894303	321	20905213
10021003	XP_023643887.1	17894306	186	20905708
10021264	XP_006300897.1	17894307	328	20906286
10021264	XP_023644166.1	17894307	330	20906286
10021635	XP_006301235.1	17894308	874	20905843
10021635	XP_023644114.1	17894308	905	20905843
10021986	XP_006301552.1	17894315	348	20905917
10021452	XP_023643714.1	17894317	691	20905052
10021539	XP_006301141.1	17894320	501	20904470
10020492	XP_006302419.1	17894321	371	20905700
10019772	XP_023643778.1	17894326	611	20905387
10019772	XP_023643779.1	17894326	603	20905387
10019772	XP_023643780.1	17894326	586	20905387
10019772	XP_023643781.1	17894326	412	20905387
10020633	XP_006302533.1	17894330	330	20906701
10020633	XP_023643553.1	17894330	356	20906701
10020633	XP_023643554.1	17894330	369	20906701
10022301	XP_006301832.1	17894357	167	20906336
10022068	XP_006301626.1	17894361	869	20905360
10020284	XP_006300477.1	17894362	453	20906607
10020284	XP_023643446.1	17894362	212	20906607
10022383	XP_006301907.1	17894364	404	20904462
10022383	XP_023644086.1	17894364	402	20904462
10019983	XP_006302006.1	17894365	619	20906664
10021453	XP_006301060.1	17894367	1717	20904889
10021453	XP_023642879.1	17894367	1544	20904889
10021453	XP_023642880.1	17894367	1523	20904889
10021453	XP_023642881.1	17894367	1368	20904889
10020332	XP_006302289.1	17894370	428	20906290
10020824	XP_006302712.1	17894374	259	20907052
10021710	XP_023643988.1	17894377	226	20905514
10021924	XP_006301498.1	17894381	2208	20905073
10021924	XP_023642868.1	17894381	2207	20905073
10022278	XP_023643297.1	17894382	228	20906831
10020484	XP_006302412.1	17894383	375	20904882
10020484	XP_023643457.1	17894383	375	20904882
10021140	XP_006302987.1	17894384	131	20904862
10022108	XP_006301658.1	17894388	423	20905036
10022108	XP_023644021.1	17894388	423	20905036
10020708	XP_006302602.1	17894389	304	20905746
10021536	XP_023644075.1	17894390	801	20905089
10020714	XP_006302609.1	17894392	301	20906973
10019659	XP_023643424.1	17894394	1438	20906081
10019659	XP_023643425.1	17894394	1437	20906081
10019659	XP_023643426.1	17894394	1437	20906081
10019659	XP_023643427.1	17894394	1411	20906081
10019659	XP_023643428.1	17894394	1382	20906081
10019659	XP_023643430.1	17894394	1370	20906081
10019659	XP_023643431.1	17894394	1187	20906081
10019659	XP_023643432.1	17894394	1355	20906081
10019659	XP_023643433.1	17894394	1369	20906081
10019945	XP_006300849.1	17894395	640	20905118
10020576	XP_006302482.1	17894396	347	20905018
10020130	XP_023642905.1	17894420	530	20905638
10020130	XP_023642906.1	17894420	530	20905638
10021336	XP_023643950.1	17894423	1072	20906283
10020816	XP_006302705.2	17894427	221	20906810
10021468	XP_006301075.1	17894429	100	20905879
10020097	XP_006302106.1	17894432	548	20906406
10020259	XP_006302236.1	17894434	461	20904511
10020259	XP_023643007.1	17894434	469	20904511
10020259	XP_023643008.1	17894434	479	20904511
10021270	XP_006300896.1	17894435	294	20904532
10019828	XP_006300762.1	17894440	784	20907110
10020872	XP_006302752.1	17894441	240	20906462
10022188	XP_006301727.1	17894450	564	20905543
10021312	XP_006300934.1	17894459	306	20904499
10021833	XP_023643866.1	17894460	665	20905351
10021634	XP_023644319.1	17894464	236	20906239
10020873	XP_006302753.2	17894465	260	20905408
10021355	XP_023644329.1	17894466	861	20907094
10019658	XP_006300648.1	17894467	1449	20906397
10020087	XP_006302096.1	17894468	554	20906196
10021266	XP_006300899.1	17894470	691	20906528
10021157	XP_006303004.2	17894472	98	20904870
10021663	XP_023643261.1	17894473	527	20907050
10022356	XP_023643280.1	17894490	302	20906303
10020236	XP_006302218.1	17894492	468	20906204
10020437	XP_006302373.1	17894495	389	20904626
10021733	XP_023644237.1	17894496	160	20905434
10021374	XP_006300985.1	17894503	475	20905764
10021639	XP_006301239.1	17894508	226	20906619
10020602	XP_006302502.1	17894516	340	20906113
10022448	XP_006301968.1	17894517	72	20905114
10020940	XP_006302815.1	17894522	215	20906093
10020501	XP_006302420.2	17894523	340	20905386
10022209	XP_023644129.1	17894532	387	20905727
10021228	XP_006303067.1	17894534	81	20906770
10022406	XP_006301930.1	17894537	696	20906176
10021760	XP_023644212.1	17894540	343	20904440
10020387	XP_006302330.1	17894545	409	20905043
10020913	XP_006302788.2	17894546	206	20904565
10020012	XP_006302030.2	17894548	552	20906296
10020025	XP_006302043.1	17894554	592	20906779
10019951	XP_006300860.1	17894557	634	20904636
10021386	XP_006300996.1	17894560	405	20907133
